timestamp,start_time,total_elapsed_time,total_timer_time,position_lat,position_long,gps_accuracy,temperature,avg_temperature,max_temperature,heart_rate,calories,min_heart_rate,avg_heart_rate,max_heart_rate,time_in_hr_zone,total_calories,cadence,avg_cadence,max_cadence,enhanced_altitude,altitude,grade,enhanced_min_altitude,min_altitude,avg_grade,enhanced_avg_altitude,avg_altitude,enhanced_max_altitude,max_altitude,max_neg_grade,max_pos_grade,ascent,descent,total_ascent,total_descent,rear_gear_num,rear_gear,front_gear_num,front_gear,event,event_type,timer_trigger,battery_soc,data,vertical_speed
2024-05-06 13:45:44,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:45,,,,55.73047639802098,37.40900038741529,4,,,,92,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:46,,,,55.730473045259714,37.408990412950516,4,,,,92,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,
2024-05-06 13:45:47,,,,55.730464830994606,37.4089618306607,4,,,,91,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:48,,,,55.73045728728175,37.408939031884074,4,20,,,91,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:49,,,,55.730453515425324,37.408912712708116,4,20,,,91,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:50,,,,55.73041956871748,37.40892771631479,4,20,,,91,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:51,,,,55.73041914962232,37.408889746293426,4,20,,,91,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:52,,,,55.730426693335176,37.408867198973894,4,20,,,91,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:53,,,,55.730430632829666,37.408835934475064,3,20,,,101,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:54,,,,55.73043432086706,37.40879553370178,3,20,,,102,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:55,,,,55.73041923344135,37.40877122618258,3,20,,,102,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:56,,,,55.73042300529778,37.408744571730494,3,20,,,101,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:57,,,,55.73042677715421,37.40871439687908,3,20,,,101,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:58,,,,55.73042677715421,37.408672235906124,3,20,,,98,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:45:59,,,,55.73043423704803,37.40863527171314,3,20,,,96,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:00,,,,55.73044219985604,37.40858799777925,3,20,,,95,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:01,,,,55.730461394414306,37.40853376686573,3,20,,,95,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:02,,,,55.730475978925824,37.40847568027675,3,20,,,94,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:03,,,,55.730491653084755,37.4084126483649,3,20,,,94,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:04,,,,55.73050296865404,37.40834852680564,3,20,,,94,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:05,,,,55.73051830753684,37.40828708745539,3,20,,,92,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:06,,,,55.730543956160545,37.40824316628277,3,20,,,91,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:07,,,,55.73056826367974,37.408198742195964,3,20,,,91,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:08,,,,55.730594750493765,37.40816102363169,3,20,,,92,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:09,,,,55.730621572583914,37.408138141036034,3,20,,,91,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:10,,,,55.730647975578904,37.4081192817539,3,20,,,90,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:11,,,,55.73066683486104,37.408107882365584,3,20,,,88,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:12,,,,55.730685610324144,37.408104026690125,3,20,,,85,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:13,,,,55.7307016197592,37.40809631533921,3,20,,,84,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:14,,,,55.73072073049843,37.40809245966375,3,20,,,84,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:15,,,,55.73074713349342,37.40808868780732,3,19,,,84,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:16,,,,55.73076993227005,37.40808868780732,3,19,,,87,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:17,,,,55.73078937828541,37.40808868780732,3,19,,,95,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:18,,,,55.73080840520561,37.4080846644938,3,19,,,94,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:19,,,,55.73083497583866,37.40805817767978,4,19,,,87,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:20,,,,55.7308538351208,37.40805817767978,4,19,,,87,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:21,,,,55.73086875490844,37.408036049455404,3,19,,,84,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:22,,,,55.730887865647674,37.408020459115505,3,19,,,81,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:23,,,,55.73090370744467,37.40800470113754,3,19,,,77,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:24,,,,55.73091887868941,37.40799715742469,3,19,,,76,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:25,,,,55.730933882296085,37.40799338556826,3,19,,,76,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:26,,,,55.73094888590276,37.40799330174923,3,19,,,76,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:27,,,,55.73096841573715,37.40800470113754,3,19,,,76,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:28,,,,55.73098735883832,37.408008556813,3,19,,,76,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:29,,,,55.73100646957755,37.40801232866943,3,19,,,76,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:30,,,,55.73102164082229,37.40800864063203,3,19,,,76,4,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:31,,,,55.731040332466364,37.408004868775606,3,19,,,80,4,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:32,,,,55.73105935938656,37.40800847299397,3,19,,,77,4,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:33,,,,55.731078973039985,37.40801618434489,3,19,,,77,4,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:34,,,,55.73109816759825,37.408023811876774,3,19,,,77,4,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:35,,,,55.73111719451845,37.40802766755223,3,19,,,76,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:36,,,,55.73112867772579,37.40803143940866,3,19,,,76,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:37,,,,55.73115508072078,37.40803143940866,3,19,,,76,4,,,,,,0,,,175.79999999999995,175.79999999999995,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 13:46:38,,,,55.73119003325701,37.40803537890315,3,19,,,75,5,,,,,,58,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:39,,,,55.73122439906001,37.40804300643504,3,19,,,76,5,,,,,,39,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:40,,,,55.73125859722495,37.40805063396692,3,19,,,78,5,,,,,,20,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:41,,,,55.73128106072545,37.408058093860745,3,19,,,79,5,,,,,,1,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:42,,,,55.731311067938805,37.40807309746742,3,19,,,80,5,,,,,,0,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:43,,,,55.73133872821927,37.40808483213186,3,19,,,82,5,,,,,,0,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:44,,,,55.73137694969773,37.40808483213186,3,19,,,86,5,,,,,,0,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:45,,,,55.73141869157553,37.40808483213186,3,18,,,89,5,,,,,,32,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:46,,,,55.73146822862327,37.40808483213186,3,18,,,90,5,,,,,,68,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:47,,,,55.731509970501065,37.40809245966375,3,18,,,90,5,,,,,,76,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:48,,,,55.73154819197953,37.408100087195635,3,18,,,90,5,,,,,,53,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:49,,,,55.731582809239626,37.40811165422201,3,18,,,90,6,,,,,,29,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:50,,,,55.731624299660325,37.40813051350415,3,18,,,90,6,,,,,,5,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:51,,,,55.73166302405298,37.40813068114221,3,18,,,90,6,,,,,,0,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:52,,,,55.73170040734112,37.408138141036034,3,18,,,90,6,,,,,,0,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:53,,,,55.731740137562156,37.40815004333854,3,18,,,89,6,,,,,,0,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:54,,,,55.731784645468,37.40816487930715,3,18,,,91,6,,,,,,0,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:55,,,,55.7318396307528,37.40818449296057,3,18,,,94,6,,,,,,82,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:56,,,,55.7319001480937,37.40820335224271,3,18,,,95,6,,,,,,86,,,176.0,176.0,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:57,,,,55.731961503624916,37.40821852348745,3,18,,,101,6,,,,,,86,,,176.20000000000005,176.20000000000005,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:58,,,,55.73201891966164,37.4082260672003,3,18,,,103,6,,,,,,86,,,176.39999999999998,176.39999999999998,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:46:59,,,,55.73208371177316,37.40822992287576,3,18,,,109,7,,,,,,87,,,176.39999999999998,176.39999999999998,0.0,,,,,,,,,,0,0,,,,,,,,,,,,
